Date,Close/Last,Volume,Open,High,Low
01/04/2023,109.31,750106,109.68,110.01,108.00
01/03/2023,108.75,1514139,110.50,111.11,107.85
12/30/2022,109.53,766908,108.45,109.58,107.90
12/29/2022,109.65,776107,108.20,109.98,107.88
12/28/2022,107.00,854285,108.25,109.13,106.88
12/27/2022,108.39,1028685,109.76,109.76,108.23
12/23/2022,110.03,854732,109.20,110.21,108.42
12/22/2022,109.79,2352819,111.21,111.21,107.97
12/21/2022,112.50,864617,111.31,113.02,110.97
12/20/2022,110.89,733064,110.46,111.58,109.82
12/19/2022,111.01,815235,112.66,112.66,110.45
12/16/2022,112.86,2342116,113.61,114.21,112.16
12/15/2022,114.00,1570617,116.15,116.3914,113.40
12/14/2022,117.77,1154565,118.53,119.88,116.54
12/13/2022,118.78,1648119,122.06,122.10,117.62
12/12/2022,117.47,518143,116.09,117.48,115.69
12/09/2022,116.07,1071311,116.37,117.485,115.87
12/08/2022,116.74,716581,115.98,117.16,115.13
12/07/2022,115.39,800889,115.31,116.23,114.71
12/06/2022,116.03,718195,118.26,118.31,115.29
12/05/2022,118.39,474366,119.42,119.9899,117.78
12/02/2022,120.35,767036,118.76,120.68,118.65
12/01/2022,120.86,1104187,120.82,121.68,119.64
11/30/2022,120.74,1158167,115.54,120.74,115.21
11/29/2022,115.46,467021,116.35,116.51,114.83
11/28/2022,116.28,531256,117.20,118.03,115.91
11/25/2022,118.04,476436,118.14,118.40,117.85
11/23/2022,118.90,834422,117.64,119.04,117.56
11/22/2022,117.59,697115,116.27,117.68,115.37
11/21/2022,115.98,455434,116.58,117.04,115.6076
11/18/2022,117.29,731756,118.44,118.46,116.15
11/17/2022,117.17,874904,115.55,117.75,115.48
11/16/2022,117.40,619030,118.15,118.30,117.09
11/15/2022,119.05,1269005,120.30,120.62,117.66
11/14/2022,117.42,1386356,117.59,118.95,117.02
11/11/2022,118.46,978841,116.28,118.72,115.69
11/10/2022,116.24,3049057,113.51,116.42,112.67
11/09/2022,108.34,674788,110.07,110.45,108.20
11/08/2022,110.88,1162821,110.74,112.22,109.225
11/07/2022,110.06,562891,109.33,110.27,108.43
11/04/2022,108.84,1465698,109.29,109.65,106.57
11/03/2022,107.21,1192462,108.10,108.75,107.00
11/02/2022,109.34,1435424,113.15,114.41,109.2616
11/01/2022,113.17,927868,115.87,116.02,113.0161
10/31/2022,114.35,606015,114.74,114.98,113.55
10/28/2022,115.68,899969,111.93,115.86,111.92
10/27/2022,112.21,843198,113.86,114.43,112.03
10/26/2022,114.30,1195241,114.52,116.77,114.13
10/25/2022,116.88,689921,114.97,117.05,114.97
10/24/2022,114.57,1742989,113.47,114.92,111.89
10/21/2022,113.33,846685,110.22,113.50,109.82
10/20/2022,110.67,967783,110.89,113.04,110.22
10/19/2022,111.30,1168860,111.03,112.55,110.27
10/18/2022,111.72,973112,113.74,114.00,110.55
10/17/2022,110.74,862729,109.72,111.13,109.71
10/14/2022,107.28,1020395,111.56,111.76,107.01
10/13/2022,110.56,1791436,104.96,111.12,104.62
10/12/2022,108.11,824494,108.43,109.12,107.78
10/11/2022,108.16,1381985,108.89,110.06,107.38
10/10/2022,109.54,987640,110.78,110.86,108.46
10/07/2022,110.67,1635997,113.09,113.14,110.16
10/06/2022,115.12,844975,115.56,116.87,114.95
10/05/2022,115.96,798469,114.44,116.73,113.33
10/04/2022,116.09,1051160,114.77,116.3275,114.77
10/03/2022,112.53,1097542,110.77,113.17,110.07
09/30/2022,109.95,1200143,111.44,113.18,109.86
09/29/2022,111.94,1324191,113.45,113.61,110.58
09/28/2022,115.21,1202833,112.87,115.67,112.28
09/27/2022,112.92,947331,114.29,115.23,111.98
